prod_id,qty,discount,user_id,member_flag,txn_id,start_txn_time,date_start_txn,time_start_txn
d5e9a6,5,16,1066,t,7ef24a,25-02-2021 08:45,25-02-2021,08:45
72f5d4,4,16,595,t,7ef24a,25-02-2021 08:45,25-02-2021,08:45
9ec847,2,16,1548,t,7ef24a,25-02-2021 08:45,25-02-2021,08:45
c4a632,1,18,895,t,4aaa5b,15-01-2021 08:30,15-01-2021,08:30
72f5d4,5,18,840,t,4aaa5b,15-01-2021 08:30,15-01-2021,08:30
9ec847,2,18,770,t,4aaa5b,15-01-2021 08:30,15-01-2021,08:30
2a2353,1,18,354,t,4aaa5b,15-01-2021 08:30,15-01-2021,08:30
c4a632,5,13,693,t,08e365,11-03-2021 14:46,11-03-2021,14:46
e83aa3,2,13,445,t,08e365,11-03-2021 14:46,11-03-2021,14:46
e31d39,4,13,306,t,08e365,11-03-2021 14:46,11-03-2021,14:46
9ec847,2,13,719,t,08e365,11-03-2021 14:46,11-03-2021,14:46
5d267b,2,13,530,t,08e365,11-03-2021 14:46,11-03-2021,14:46
f084eb,4,13,695,t,08e365,11-03-2021 14:46,11-03-2021,14:46
b9a74d,5,13,1131,t,08e365,11-03-2021 14:46,11-03-2021,14:46
e83aa3,1,8,937,t,e3bffe,14-02-2021 11:53,14-02-2021,11:53
d5e9a6,2,8,133,t,e3bffe,14-02-2021 11:53,14-02-2021,11:53
5d267b,3,8,935,t,e3bffe,14-02-2021 11:53,14-02-2021,11:53
2a2353,2,8,747,t,e3bffe,14-02-2021 11:53,14-02-2021,11:53
f084eb,2,8,476,t,e3bffe,14-02-2021 11:53,14-02-2021,11:53
b9a74d,2,8,1204,t,e3bffe,14-02-2021 11:53,14-02-2021,11:53
c4a632,3,17,372,f,c13cde,09-02-2021 06:28,09-02-2021,06:28
e31d39,4,17,436,f,c13cde,09-02-2021 06:28,09-02-2021,06:28
72f5d4,4,17,737,f,c13cde,09-02-2021 06:28,09-02-2021,06:28
5d267b,1,17,805,f,c13cde,09-02-2021 06:28,09-02-2021,06:28
f084eb,4,17,1442,f,c13cde,09-02-2021 06:28,09-02-2021,06:28
b9a74d,3,17,745,f,c13cde,09-02-2021 06:28,09-02-2021,06:28
2feb6b,1,17,1372,f,c13cde,09-02-2021 06:28,09-02-2021,06:28
e83aa3,2,20,479,f,6dd0b8,23-01-2021 04:49,23-01-2021,04:49
e31d39,2,20,1643,f,6dd0b8,23-01-2021 04:49,23-01-2021,04:49
5d267b,1,20,166,f,6dd0b8,23-01-2021 04:49,23-01-2021,04:49
2a2353,1,20,425,f,6dd0b8,23-01-2021 04:49,23-01-2021,04:49
f084eb,4,20,1109,f,6dd0b8,23-01-2021 04:49,23-01-2021,04:49
b9a74d,5,20,1307,f,6dd0b8,23-01-2021 04:49,23-01-2021,04:49
c4a632,1,19,1394,f,1fcaa1,04-02-2021 10:21,04-02-2021,10:21
e83aa3,4,19,318,f,1fcaa1,04-02-2021 10:21,04-02-2021,10:21
e31d39,1,19,1781,f,1fcaa1,04-02-2021 10:21,04-02-2021,10:21
9ec847,5,19,1150,f,1fcaa1,04-02-2021 10:21,04-02-2021,10:21
c8d436,3,19,1199,f,1fcaa1,04-02-2021 10:21,04-02-2021,10:21
2a2353,3,19,1277,f,1fcaa1,04-02-2021 10:21,04-02-2021,10:21
2feb6b,2,19,170,f,1fcaa1,04-02-2021 10:21,04-02-2021,10:21
e83aa3,4,16,1160,t,b99f56,15-01-2021 05:10,15-01-2021,05:10
d5e9a6,5,16,1221,t,b99f56,15-01-2021 05:10,15-01-2021,05:10
72f5d4,4,16,1467,t,b99f56,15-01-2021 05:10,15-01-2021,05:10
2a2353,1,16,105,t,b99f56,15-01-2021 05:10,15-01-2021,05:10
2feb6b,5,16,39,t,b99f56,15-01-2021 05:10,15-01-2021,05:10
e83aa3,3,21,31,f,029c87,08-01-2021 23:35,08-01-2021,23:35
e31d39,4,21,657,f,029c87,08-01-2021 23:35,08-01-2021,23:35
72f5d4,2,21,733,f,029c87,08-01-2021 23:35,08-01-2021,23:35
5d267b,2,21,454,f,029c87,08-01-2021 23:35,08-01-2021,23:35
c8d436,3,21,1003,f,029c87,08-01-2021 23:35,08-01-2021,23:35
2a2353,4,21,568,f,029c87,08-01-2021 23:35,08-01-2021,23:35
f084eb,5,21,1719,f,029c87,08-01-2021 23:35,08-01-2021,23:35
2feb6b,3,21,1146,f,029c87,08-01-2021 23:35,08-01-2021,23:35
e83aa3,2,1,23,t,3fd1f6,08-03-2021 13:53,08-03-2021,13:53
e31d39,1,1,1468,t,3fd1f6,08-03-2021 13:53,08-03-2021,13:53
72f5d4,4,1,1488,t,3fd1f6,08-03-2021 13:53,08-03-2021,13:53
9ec847,5,1,393,t,3fd1f6,08-03-2021 13:53,08-03-2021,13:53
5d267b,5,1,1590,t,3fd1f6,08-03-2021 13:53,08-03-2021,13:53
b9a74d,1,1,461,t,3fd1f6,08-03-2021 13:53,08-03-2021,13:53
c4a632,1,11,422,f,39da51,06-01-2021 20:11,06-01-2021,20:11
e83aa3,3,11,415,f,39da51,06-01-2021 20:11,06-01-2021,20:11
e31d39,5,11,466,f,39da51,06-01-2021 20:11,06-01-2021,20:11
d5e9a6,1,11,990,f,39da51,06-01-2021 20:11,06-01-2021,20:11
72f5d4,2,11,1172,f,39da51,06-01-2021 20:11,06-01-2021,20:11
5d267b,4,11,628,f,39da51,06-01-2021 20:11,06-01-2021,20:11
f084eb,1,11,267,f,39da51,06-01-2021 20:11,06-01-2021,20:11
b9a74d,1,11,585,f,39da51,06-01-2021 20:11,06-01-2021,20:11
c4a632,2,3,782,t,4b5b34,06-02-2021 12:10,06-02-2021,12:10
d5e9a6,3,3,543,t,4b5b34,06-02-2021 12:10,06-02-2021,12:10
c8d436,4,3,46,t,4b5b34,06-02-2021 12:10,06-02-2021,12:10
b9a74d,5,3,214,t,4b5b34,06-02-2021 12:10,06-02-2021,12:10
e83aa3,2,7,1059,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
e31d39,4,7,1573,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
72f5d4,1,7,1759,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
9ec847,4,7,1379,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
c8d436,5,7,584,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
f084eb,4,7,462,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
b9a74d,4,7,268,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
2feb6b,5,7,700,t,8f1e2d,04-03-2021 15:47,04-03-2021,15:47
d5e9a6,4,2,155,t,2db8df,10-02-2021 04:52,10-02-2021,04:52
5d267b,5,2,1037,t,2db8df,10-02-2021 04:52,10-02-2021,04:52
f084eb,4,2,1006,t,2db8df,10-02-2021 04:52,10-02-2021,04:52
2feb6b,4,2,1194,t,2db8df,10-02-2021 04:52,10-02-2021,04:52
9ec847,5,24,79,t,bf1e80,15-02-2021 09:28,15-02-2021,09:28
f084eb,2,24,977,t,bf1e80,15-02-2021 09:28,15-02-2021,09:28
b9a74d,4,24,707,t,bf1e80,15-02-2021 09:28,15-02-2021,09:28
2feb6b,2,24,1761,t,bf1e80,15-02-2021 09:28,15-02-2021,09:28
d5e9a6,5,1,1032,t,4e26a8,20-02-2021 20:52,20-02-2021,20:52
9ec847,4,1,1307,t,4e26a8,20-02-2021 20:52,20-02-2021,20:52
b9a74d,3,1,1023,t,4e26a8,20-02-2021 20:52,20-02-2021,20:52
2feb6b,1,1,1108,t,4e26a8,20-02-2021 20:52,20-02-2021,20:52
e31d39,2,13,94,t,60ae31,07-03-2021 01:09,07-03-2021,01:09
d5e9a6,4,13,768,t,60ae31,07-03-2021 01:09,07-03-2021,01:09
9ec847,2,13,593,t,60ae31,07-03-2021 01:09,07-03-2021,01:09
5d267b,5,13,1150,t,60ae31,07-03-2021 01:09,07-03-2021,01:09
f084eb,1,13,691,t,60ae31,07-03-2021 01:09,07-03-2021,01:09
2feb6b,3,13,1609,t,60ae31,07-03-2021 01:09,07-03-2021,01:09
e83aa3,1,19,693,t,df2ab7,19-02-2021 11:51,19-02-2021,11:51
5d267b,2,19,927,t,df2ab7,19-02-2021 11:51,19-02-2021,11:51
2a2353,5,19,1625,t,df2ab7,19-02-2021 11:51,19-02-2021,11:51
f084eb,5,19,415,t,df2ab7,19-02-2021 11:51,19-02-2021,11:51
2feb6b,2,19,672,t,df2ab7,19-02-2021 11:51,19-02-2021,11:51
e83aa3,2,17,126,t,675cff,03-01-2021 06:02,03-01-2021,06:02
d5e9a6,3,17,1048,t,675cff,03-01-2021 06:02,03-01-2021,06:02
9ec847,4,17,612,t,675cff,03-01-2021 06:02,03-01-2021,06:02
5d267b,3,17,677,t,675cff,03-01-2021 06:02,03-01-2021,06:02
c8d436,3,17,772,t,675cff,03-01-2021 06:02,03-01-2021,06:02
2a2353,2,17,735,t,675cff,03-01-2021 06:02,03-01-2021,06:02
f084eb,5,17,807,t,675cff,03-01-2021 06:02,03-01-2021,06:02
e83aa3,5,18,417,f,e35449,05-03-2021 23:38,05-03-2021,23:38
e31d39,3,18,1346,f,e35449,05-03-2021 23:38,05-03-2021,23:38
72f5d4,3,18,606,f,e35449,05-03-2021 23:38,05-03-2021,23:38
9ec847,4,18,179,f,e35449,05-03-2021 23:38,05-03-2021,23:38
c8d436,3,18,26,f,e35449,05-03-2021 23:38,05-03-2021,23:38
f084eb,1,18,547,f,e35449,05-03-2021 23:38,05-03-2021,23:38
2feb6b,5,18,1687,f,e35449,05-03-2021 23:38,05-03-2021,23:38
e31d39,2,8,50,t,5252cd,17-03-2021 15:25,17-03-2021,15:25
d5e9a6,4,8,1378,t,5252cd,17-03-2021 15:25,17-03-2021,15:25
5d267b,5,8,1290,t,5252cd,17-03-2021 15:25,17-03-2021,15:25
b9a74d,4,8,1548,t,5252cd,17-03-2021 15:25,17-03-2021,15:25
2feb6b,1,8,1746,t,5252cd,17-03-2021 15:25,17-03-2021,15:25
c4a632,2,17,1100,t,de9dfc,24-01-2021 17:04,24-01-2021,17:04
72f5d4,3,17,747,t,de9dfc,24-01-2021 17:04,24-01-2021,17:04
9ec847,4,17,1172,t,de9dfc,24-01-2021 17:04,24-01-2021,17:04
c8d436,1,17,493,t,de9dfc,24-01-2021 17:04,24-01-2021,17:04
2a2353,4,17,816,t,de9dfc,24-01-2021 17:04,24-01-2021,17:04
2feb6b,2,17,483,t,de9dfc,24-01-2021 17:04,24-01-2021,17:04
d5e9a6,2,13,824,t,4ba7f7,06-03-2021 19:16,06-03-2021,19:16
c4a632,5,23,246,t,a4e309,25-02-2021 07:57,25-02-2021,07:57
72f5d4,5,23,427,t,a4e309,25-02-2021 07:57,25-02-2021,07:57
c8d436,2,23,769,t,a4e309,25-02-2021 07:57,25-02-2021,07:57
2a2353,4,23,1474,t,a4e309,25-02-2021 07:57,25-02-2021,07:57
f084eb,4,23,1087,t,a4e309,25-02-2021 07:57,25-02-2021,07:57
b9a74d,2,23,183,t,a4e309,25-02-2021 07:57,25-02-2021,07:57
c4a632,2,18,537,f,63083c,01-01-2021 08:29,01-01-2021,08:29
5d267b,3,18,876,f,63083c,01-01-2021 08:29,01-01-2021,08:29
f084eb,2,18,727,f,63083c,01-01-2021 08:29,01-01-2021,08:29
2feb6b,1,18,1314,f,63083c,01-01-2021 08:29,01-01-2021,08:29
c4a632,5,10,1100,t,1829c9,06-02-2021 07:10,06-02-2021,07:10
d5e9a6,1,10,1131,t,1829c9,06-02-2021 07:10,06-02-2021,07:10
5d267b,3,10,1661,t,1829c9,06-02-2021 07:10,06-02-2021,07:10
c8d436,3,10,1152,t,1829c9,06-02-2021 07:10,06-02-2021,07:10
f084eb,1,10,426,t,1829c9,06-02-2021 07:10,06-02-2021,07:10
2feb6b,1,10,1164,t,1829c9,06-02-2021 07:10,06-02-2021,07:10
d5e9a6,3,5,1487,f,b72fcc,15-01-2021 04:30,15-01-2021,04:30
c8d436,4,5,1557,f,b72fcc,15-01-2021 04:30,15-01-2021,04:30
2a2353,2,5,1461,f,b72fcc,15-01-2021 04:30,15-01-2021,04:30
b9a74d,3,5,1746,f,b72fcc,15-01-2021 04:30,15-01-2021,04:30
c4a632,2,4,237,f,613a73,10-01-2021 07:34,10-01-2021,07:34
e83aa3,2,4,12,f,613a73,10-01-2021 07:34,10-01-2021,07:34
e31d39,2,4,276,f,613a73,10-01-2021 07:34,10-01-2021,07:34
72f5d4,5,4,353,f,613a73,10-01-2021 07:34,10-01-2021,07:34
2a2353,2,4,1512,f,613a73,10-01-2021 07:34,10-01-2021,07:34
2feb6b,1,4,371,f,613a73,10-01-2021 07:34,10-01-2021,07:34
e83aa3,3,4,1612,t,71b1a2,10-02-2021 22:48,10-02-2021,22:48
d5e9a6,3,4,752,t,71b1a2,10-02-2021 22:48,10-02-2021,22:48
5d267b,4,4,1318,t,71b1a2,10-02-2021 22:48,10-02-2021,22:48
c8d436,2,4,1141,t,71b1a2,10-02-2021 22:48,10-02-2021,22:48
2a2353,2,4,1228,t,71b1a2,10-02-2021 22:48,10-02-2021,22:48
d5e9a6,5,22,677,t,b3e0d5,16-02-2021 09:03,16-02-2021,09:03
72f5d4,3,22,303,t,b3e0d5,16-02-2021 09:03,16-02-2021,09:03
5d267b,1,22,1769,t,b3e0d5,16-02-2021 09:03,16-02-2021,09:03
c8d436,3,22,1087,t,b3e0d5,16-02-2021 09:03,16-02-2021,09:03
f084eb,5,22,1057,t,b3e0d5,16-02-2021 09:03,16-02-2021,09:03
c4a632,1,4,98,t,69dd18,26-01-2021 00:28,26-01-2021,00:28
e83aa3,1,4,482,t,69dd18,26-01-2021 00:28,26-01-2021,00:28
e31d39,5,4,65,t,69dd18,26-01-2021 00:28,26-01-2021,00:28
72f5d4,5,4,1109,t,69dd18,26-01-2021 00:28,26-01-2021,00:28
c8d436,4,4,789,t,69dd18,26-01-2021 00:28,26-01-2021,00:28
f084eb,5,4,1580,t,69dd18,26-01-2021 00:28,26-01-2021,00:28
2feb6b,4,4,1385,t,69dd18,26-01-2021 00:28,26-01-2021,00:28
e83aa3,3,6,1420,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
d5e9a6,2,6,1088,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
72f5d4,3,6,1568,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
9ec847,2,6,259,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
c8d436,4,6,603,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
2a2353,1,6,1019,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
f084eb,3,6,1632,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
b9a74d,2,6,1377,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
2feb6b,5,6,915,f,0a7457,01-01-2021 20:41,01-01-2021,20:41
c4a632,1,10,654,f,9bb6e4,08-01-2021 18:21,08-01-2021,18:21
9ec847,1,10,970,f,9bb6e4,08-01-2021 18:21,08-01-2021,18:21
c8d436,1,10,347,f,9bb6e4,08-01-2021 18:21,08-01-2021,18:21
2a2353,5,10,706,f,9bb6e4,08-01-2021 18:21,08-01-2021,18:21
2feb6b,1,10,403,f,9bb6e4,08-01-2021 18:21,08-01-2021,18:21
5d267b,3,7,42,t,f4eab9,13-01-2021 15:15,13-01-2021,15:15
c8d436,1,7,368,t,f4eab9,13-01-2021 15:15,13-01-2021,15:15
b9a74d,4,7,1441,t,f4eab9,13-01-2021 15:15,13-01-2021,15:15
c4a632,1,8,1283,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
e31d39,2,8,447,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
d5e9a6,1,8,418,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
72f5d4,3,8,611,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
5d267b,1,8,644,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
c8d436,1,8,710,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
f084eb,5,8,1323,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
b9a74d,2,8,469,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
2feb6b,3,8,144,t,57bb4e,27-02-2021 03:03,27-02-2021,03:03
e31d39,3,14,562,t,dbd03a,29-01-2021 22:05,29-01-2021,22:05
72f5d4,1,14,364,t,dbd03a,29-01-2021 22:05,29-01-2021,22:05
b9a74d,4,14,1544,t,dbd03a,29-01-2021 22:05,29-01-2021,22:05
2feb6b,3,14,700,t,dbd03a,29-01-2021 22:05,29-01-2021,22:05
e83aa3,5,12,368,f,b8bc84,11-01-2021 07:17,11-01-2021,07:17
e31d39,3,12,1004,f,b8bc84,11-01-2021 07:17,11-01-2021,07:17
c8d436,2,12,644,f,b8bc84,11-01-2021 07:17,11-01-2021,07:17
f084eb,2,12,283,f,b8bc84,11-01-2021 07:17,11-01-2021,07:17
2feb6b,4,12,68,f,b8bc84,11-01-2021 07:17,11-01-2021,07:17
e83aa3,5,7,820,t,6ec3d2,02-03-2021 18:59,02-03-2021,18:59
e31d39,1,7,1690,t,6ec3d2,02-03-2021 18:59,02-03-2021,18:59
d5e9a6,3,7,841,t,6ec3d2,02-03-2021 18:59,02-03-2021,18:59
72f5d4,1,7,85,t,6ec3d2,02-03-2021 18:59,02-03-2021,18:59
9ec847,1,7,1225,t,6ec3d2,02-03-2021 18:59,02-03-2021,18:59
f084eb,1,7,1139,t,6ec3d2,02-03-2021 18:59,02-03-2021,18:59
b9a74d,3,7,1093,t,6ec3d2,02-03-2021 18:59,02-03-2021,18:59
e83aa3,5,22,658,t,f478d4,02-03-2021 12:27,02-03-2021,12:27
d5e9a6,1,22,1710,t,f478d4,02-03-2021 12:27,02-03-2021,12:27
72f5d4,5,22,707,t,f478d4,02-03-2021 12:27,02-03-2021,12:27
9ec847,5,22,1131,t,f478d4,02-03-2021 12:27,02-03-2021,12:27
2a2353,3,22,1042,t,f478d4,02-03-2021 12:27,02-03-2021,12:27
f084eb,2,22,480,t,f478d4,02-03-2021 12:27,02-03-2021,12:27
2feb6b,5,22,1261,t,f478d4,02-03-2021 12:27,02-03-2021,12:27
c4a632,1,20,673,t,6d73fd,14-03-2021 18:30,14-03-2021,18:30
5d267b,3,20,439,t,6d73fd,14-03-2021 18:30,14-03-2021,18:30
c8d436,2,20,355,t,6d73fd,14-03-2021 18:30,14-03-2021,18:30
f084eb,5,20,1295,t,6d73fd,14-03-2021 18:30,14-03-2021,18:30
b9a74d,3,20,1620,t,6d73fd,14-03-2021 18:30,14-03-2021,18:30
c4a632,2,24,1188,t,6.00E+72,05-01-2021 22:36,05-01-2021,22:36
e83aa3,3,24,701,t,6.00E+72,05-01-2021 22:36,05-01-2021,22:36
e31d39,1,24,237,t,6.00E+72,05-01-2021 22:36,05-01-2021,22:36
72f5d4,4,24,1508,t,6.00E+72,05-01-2021 22:36,05-01-2021,22:36
e83aa3,5,13,948,f,10c242,02-01-2021 09:45,02-01-2021,09:45
72f5d4,2,13,1022,f,10c242,02-01-2021 09:45,02-01-2021,09:45
f084eb,5,13,729,f,10c242,02-01-2021 09:45,02-01-2021,09:45
b9a74d,2,13,672,f,10c242,02-01-2021 09:45,02-01-2021,09:45
9ec847,1,19,1197,t,40021e,22-01-2021 11:34,22-01-2021,11:34
c8d436,3,19,1274,t,40021e,22-01-2021 11:34,22-01-2021,11:34
2a2353,2,19,1617,t,40021e,22-01-2021 11:34,22-01-2021,11:34
f084eb,5,19,1608,t,40021e,22-01-2021 11:34,22-01-2021,11:34
c4a632,2,14,1201,t,70a268,21-02-2021 03:47,21-02-2021,03:47
c4a632,4,3,514,t,e2a11e,25-02-2021 06:24,25-02-2021,06:24
e31d39,2,3,1415,t,e2a11e,25-02-2021 06:24,25-02-2021,06:24
d5e9a6,1,3,756,t,e2a11e,25-02-2021 06:24,25-02-2021,06:24
5d267b,1,3,782,t,e2a11e,25-02-2021 06:24,25-02-2021,06:24
2a2353,1,3,931,t,e2a11e,25-02-2021 06:24,25-02-2021,06:24
f084eb,5,3,508,t,e2a11e,25-02-2021 06:24,25-02-2021,06:24
2feb6b,3,3,1275,t,e2a11e,25-02-2021 06:24,25-02-2021,06:24
d5e9a6,3,6,786,f,d27342,21-01-2021 13:47,21-01-2021,13:47
72f5d4,5,6,982,f,d27342,21-01-2021 13:47,21-01-2021,13:47
9ec847,5,6,1549,f,d27342,21-01-2021 13:47,21-01-2021,13:47
5d267b,3,6,1257,f,d27342,21-01-2021 13:47,21-01-2021,13:47
f084eb,1,6,1252,f,d27342,21-01-2021 13:47,21-01-2021,13:47
b9a74d,5,6,53,f,d27342,21-01-2021 13:47,21-01-2021,13:47
2feb6b,2,6,1589,f,d27342,21-01-2021 13:47,21-01-2021,13:47
c4a632,5,23,1432,t,520ed0,18-02-2021 11:05,18-02-2021,11:05
e83aa3,4,23,95,t,520ed0,18-02-2021 11:05,18-02-2021,11:05
e31d39,4,23,1675,t,520ed0,18-02-2021 11:05,18-02-2021,11:05
d5e9a6,2,23,550,t,520ed0,18-02-2021 11:05,18-02-2021,11:05
5d267b,1,23,1764,t,520ed0,18-02-2021 11:05,18-02-2021,11:05
2a2353,2,23,1385,t,520ed0,18-02-2021 11:05,18-02-2021,11:05
c4a632,2,2,1474,t,c1ac07,28-03-2021 00:54,28-03-2021,00:54
e83aa3,5,2,1733,t,c1ac07,28-03-2021 00:54,28-03-2021,00:54
d5e9a6,5,2,925,t,c1ac07,28-03-2021 00:54,28-03-2021,00:54
5d267b,2,2,1039,t,c1ac07,28-03-2021 00:54,28-03-2021,00:54
f084eb,5,2,347,t,c1ac07,28-03-2021 00:54,28-03-2021,00:54
2feb6b,4,2,940,t,c1ac07,28-03-2021 00:54,28-03-2021,00:54
c4a632,4,13,518,t,306550,04-01-2021 04:15,04-01-2021,04:15
d5e9a6,5,13,1685,t,306550,04-01-2021 04:15,04-01-2021,04:15
9ec847,4,13,1545,t,306550,04-01-2021 04:15,04-01-2021,04:15
2feb6b,4,13,1091,t,306550,04-01-2021 04:15,04-01-2021,04:15
e83aa3,1,10,1127,f,165ab5,19-03-2021 12:02,19-03-2021,12:02
d5e9a6,4,10,381,f,165ab5,19-03-2021 12:02,19-03-2021,12:02
72f5d4,5,10,578,f,165ab5,19-03-2021 12:02,19-03-2021,12:02
9ec847,2,10,1298,f,165ab5,19-03-2021 12:02,19-03-2021,12:02
2a2353,4,10,734,f,165ab5,19-03-2021 12:02,19-03-2021,12:02
f084eb,3,10,1034,f,165ab5,19-03-2021 12:02,19-03-2021,12:02
b9a74d,1,10,1781,f,165ab5,19-03-2021 12:02,19-03-2021,12:02
c4a632,5,15,421,f,7b3099,09-02-2021 16:23,09-02-2021,16:23
e83aa3,4,15,114,f,7b3099,09-02-2021 16:23,09-02-2021,16:23
d5e9a6,1,15,1512,f,7b3099,09-02-2021 16:23,09-02-2021,16:23
2a2353,1,15,155,f,7b3099,09-02-2021 16:23,09-02-2021,16:23
f084eb,1,15,702,f,7b3099,09-02-2021 16:23,09-02-2021,16:23
e83aa3,1,3,1038,f,e89ef6,28-02-2021 04:17,28-02-2021,04:17
e31d39,3,3,1119,f,e89ef6,28-02-2021 04:17,28-02-2021,04:17
d5e9a6,1,3,241,f,e89ef6,28-02-2021 04:17,28-02-2021,04:17
c8d436,5,3,1049,f,e89ef6,28-02-2021 04:17,28-02-2021,04:17
2a2353,3,3,790,f,e89ef6,28-02-2021 04:17,28-02-2021,04:17
b9a74d,5,3,683,f,e89ef6,28-02-2021 04:17,28-02-2021,04:17
5d267b,3,21,148,t,5cdda7,26-01-2021 02:45,26-01-2021,02:45
2a2353,2,21,831,t,5cdda7,26-01-2021 02:45,26-01-2021,02:45
b9a74d,3,21,746,t,5cdda7,26-01-2021 02:45,26-01-2021,02:45
2feb6b,2,21,1588,t,5cdda7,26-01-2021 02:45,26-01-2021,02:45
c4a632,5,16,182,f,07245b,23-01-2021 21:07,23-01-2021,21:07
e83aa3,5,16,1007,f,07245b,23-01-2021 21:07,23-01-2021,21:07
72f5d4,1,16,1422,f,07245b,23-01-2021 21:07,23-01-2021,21:07
5d267b,5,16,971,f,07245b,23-01-2021 21:07,23-01-2021,21:07
c8d436,2,16,566,f,07245b,23-01-2021 21:07,23-01-2021,21:07
f084eb,4,16,104,f,07245b,23-01-2021 21:07,23-01-2021,21:07
2feb6b,4,16,604,f,07245b,23-01-2021 21:07,23-01-2021,21:07
e31d39,5,4,165,t,1f4e16,15-03-2021 16:15,15-03-2021,16:15
d5e9a6,1,4,463,t,1f4e16,15-03-2021 16:15,15-03-2021,16:15
72f5d4,3,4,765,t,1f4e16,15-03-2021 16:15,15-03-2021,16:15
9ec847,5,4,1188,t,1f4e16,15-03-2021 16:15,15-03-2021,16:15
5d267b,2,4,1235,t,1f4e16,15-03-2021 16:15,15-03-2021,16:15
c8d436,4,4,107,t,1f4e16,15-03-2021 16:15,15-03-2021,16:15
2a2353,4,4,1364,t,1f4e16,15-03-2021 16:15,15-03-2021,16:15
c4a632,3,16,1668,f,aba914,10-01-2021 08:04,10-01-2021,08:04
e83aa3,1,16,494,f,aba914,10-01-2021 08:04,10-01-2021,08:04
d5e9a6,4,16,477,f,aba914,10-01-2021 08:04,10-01-2021,08:04
2feb6b,5,16,210,f,aba914,10-01-2021 08:04,10-01-2021,08:04
c4a632,5,12,188,t,26b50e,04-03-2021 08:07,04-03-2021,08:07
e83aa3,2,12,1453,t,26b50e,04-03-2021 08:07,04-03-2021,08:07
d5e9a6,3,12,497,t,26b50e,04-03-2021 08:07,04-03-2021,08:07
9ec847,5,12,1391,t,26b50e,04-03-2021 08:07,04-03-2021,08:07
c8d436,5,12,1387,t,26b50e,04-03-2021 08:07,04-03-2021,08:07
5d267b,1,18,287,t,151385,10-02-2021 13:33,10-02-2021,13:33
c4a632,3,7,155,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
e83aa3,4,7,1616,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
e31d39,2,7,280,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
d5e9a6,3,7,1399,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
72f5d4,2,7,135,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
9ec847,2,7,908,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
b9a74d,1,7,285,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
2feb6b,2,7,1001,f,3723a3,05-01-2021 10:06,05-01-2021,10:06
c4a632,2,5,729,f,96d634,17-03-2021 04:52,17-03-2021,04:52
72f5d4,4,5,1207,f,96d634,17-03-2021 04:52,17-03-2021,04:52
5d267b,3,5,211,f,96d634,17-03-2021 04:52,17-03-2021,04:52
c8d436,1,5,286,f,96d634,17-03-2021 04:52,17-03-2021,04:52
2a2353,3,5,809,f,96d634,17-03-2021 04:52,17-03-2021,04:52
f084eb,5,5,1267,f,96d634,17-03-2021 04:52,17-03-2021,04:52
2feb6b,5,5,1607,f,96d634,17-03-2021 04:52,17-03-2021,04:52
c4a632,3,6,61,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
e83aa3,5,6,1494,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
e31d39,2,6,1584,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
d5e9a6,4,6,188,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
72f5d4,1,6,944,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
9ec847,3,6,27,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
c8d436,5,6,683,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
b9a74d,2,6,1217,t,49d7c0,30-01-2021 08:30,30-01-2021,08:30
